"","City","ID","year","seas","variable","value"
"765","NEW DELHI (SAFDARJUNG (A))","42182",1983,"DJF","Tmax",21.6311111111111
"766","NEW DELHI (SAFDARJUNG (A))","42182",1984,"DJF","Tmax",22.1098901098901
"767","NEW DELHI (SAFDARJUNG (A))","42182",1985,"DJF","Tmax",22.8422222222222
"768","NEW DELHI (SAFDARJUNG (A))","42182",1986,"DJF","Tmax",21.6955555555556
"769","NEW DELHI (SAFDARJUNG (A))","42182",1987,"DJF","Tmax",23.5388888888889
"770","NEW DELHI (SAFDARJUNG (A))","42182",1988,"DJF","Tmax",23.932967032967
"771","NEW DELHI (SAFDARJUNG (A))","42182",1989,"DJF","Tmax",21.7247191011236
"772","NEW DELHI (SAFDARJUNG (A))","42182",1990,"DJF","Tmax",22.8965517241379
"773","NEW DELHI (SAFDARJUNG (A))","42182",1991,"DJF","Tmax",21.8622222222222
"774","NEW DELHI (SAFDARJUNG (A))","42182",1992,"DJF","Tmax",22.5230769230769
"775","NEW DELHI (SAFDARJUNG (A))","42182",1993,"DJF","Tmax",23.5144444444444
"776","NEW DELHI (SAFDARJUNG (A))","42182",1994,"DJF","Tmax",23.1222222222222
"777","NEW DELHI (SAFDARJUNG (A))","42182",1995,"DJF","Tmax",21.8355555555556
"778","NEW DELHI (SAFDARJUNG (A))","42182",1996,"DJF","Tmax",22.7134831460674
"779","NEW DELHI (SAFDARJUNG (A))","42182",1997,"DJF","Tmax",20.2155555555556
"780","NEW DELHI (SAFDARJUNG (A))","42182",1998,"DJF","Tmax",21.9411111111111
"781","NEW DELHI (SAFDARJUNG (A))","42182",1999,"DJF","Tmax",21.9366666666667
"782","NEW DELHI (SAFDARJUNG (A))","42182",2000,"DJF","Tmax",21.9241758241758
"783","NEW DELHI (SAFDARJUNG (A))","42182",2001,"DJF","Tmax",22.7034090909091
"784","NEW DELHI (SAFDARJUNG (A))","42182",2002,"DJF","Tmax",22.9325842696629
"785","NEW DELHI (SAFDARJUNG (A))","42182",2003,"DJF","Tmax",20.4188888888889
"786","NEW DELHI (SAFDARJUNG (A))","42182",2004,"DJF","Tmax",22.2857142857143
"787","NEW DELHI (SAFDARJUNG (A))","42182",2005,"DJF","Tmax",21.9411111111111
"788","NEW DELHI (SAFDARJUNG (A))","42182",2006,"DJF","Tmax",24.8662921348315
"789","NEW DELHI (SAFDARJUNG (A))","42182",2007,"DJF","Tmax",22.8266666666667
"790","NEW DELHI (SAFDARJUNG (A))","42182",2008,"DJF","Tmax",22.9659340659341
"791","NEW DELHI (SAFDARJUNG (A))","42182",2009,"DJF","Tmax",23.6674157303371
"792","NEW DELHI (SAFDARJUNG (A))","42182",2010,"DJF","Tmax",22.0602272727273
"793","NEW DELHI (SAFDARJUNG (A))","42182",2011,"DJF","Tmax",22.36
"794","NEW DELHI (SAFDARJUNG (A))","42182",2012,"DJF","Tmax",21.8164835164835
"795","NEW DELHI (SAFDARJUNG (A))","42182",2013,"DJF","Tmax",21.7
"796","NEW DELHI (SAFDARJUNG (A))","42182",2014,"DJF","Tmax",20.9177777777778
"797","NEW DELHI (SAFDARJUNG (A))","42182",2015,"DJF","Tmax",22.1611111111111
"798","NEW DELHI (SAFDARJUNG (A))","42182",2016,"DJF","Tmax",23.7692307692308
"799","NEW DELHI (SAFDARJUNG (A))","42182",2017,"DJF","Tmax",NA
"800","NEW DELHI (SAFDARJUNG (A))","42182",2018,"DJF","Tmax",NA
"801","LUCKNOW/AMAUSI(A)","42369",1969,"DJF","Tmax",24.8666666666667
"802","LUCKNOW/AMAUSI(A)","42369",1970,"DJF","Tmax",23.5711111111111
"803","LUCKNOW/AMAUSI(A)","42369",1971,"DJF","Tmax",24.0288888888889
"804","LUCKNOW/AMAUSI(A)","42369",1972,"DJF","Tmax",23.8791208791209
"805","LUCKNOW/AMAUSI(A)","42369",1973,"DJF","Tmax",24.21
"806","LUCKNOW/AMAUSI(A)","42369",1974,"DJF","Tmax",23.92
"807","LUCKNOW/AMAUSI(A)","42369",1975,"DJF","Tmax",23.7247191011236
"808","LUCKNOW/AMAUSI(A)","42369",1976,"DJF","Tmax",24.778021978022
"809","LUCKNOW/AMAUSI(A)","42369",1977,"DJF","Tmax",24.8011111111111
"810","LUCKNOW/AMAUSI(A)","42369",1978,"DJF","Tmax",23.4910112359551
"811","LUCKNOW/AMAUSI(A)","42369",1979,"DJF","Tmax",23.8722222222222
"812","LUCKNOW/AMAUSI(A)","42369",1980,"DJF","Tmax",24.7538461538462
"813","LUCKNOW/AMAUSI(A)","42369",1981,"DJF","Tmax",24.2719101123595
"814","LUCKNOW/AMAUSI(A)","42369",1982,"DJF","Tmax",23.6266666666667
"815","LUCKNOW/AMAUSI(A)","42369",1983,"DJF","Tmax",22.7862068965517
"816","LUCKNOW/AMAUSI(A)","42369",1984,"DJF","Tmax",23.8842696629213
"817","LUCKNOW/AMAUSI(A)","42369",1985,"DJF","Tmax",24.9422222222222
"818","LUCKNOW/AMAUSI(A)","42369",1986,"DJF","Tmax",23.7921348314607
"819","LUCKNOW/AMAUSI(A)","42369",1987,"DJF","Tmax",24.4977777777778
"820","LUCKNOW/AMAUSI(A)","42369",1988,"DJF","Tmax",25.4032967032967
"821","LUCKNOW/AMAUSI(A)","42369",1989,"DJF","Tmax",23.5359550561798
"822","LUCKNOW/AMAUSI(A)","42369",1990,"DJF","Tmax",24.6488636363636
"823","LUCKNOW/AMAUSI(A)","42369",1991,"DJF","Tmax",24.6786516853933
"824","LUCKNOW/AMAUSI(A)","42369",1992,"DJF","Tmax",24.4438202247191
"825","LUCKNOW/AMAUSI(A)","42369",1993,"DJF","Tmax",25.26
"826","LUCKNOW/AMAUSI(A)","42369",1994,"DJF","Tmax",24.8855555555556
"827","LUCKNOW/AMAUSI(A)","42369",1995,"DJF","Tmax",24.2829545454545
"828","LUCKNOW/AMAUSI(A)","42369",1996,"DJF","Tmax",24.22
"829","LUCKNOW/AMAUSI(A)","42369",1997,"DJF","Tmax",22.5244444444444
"830","LUCKNOW/AMAUSI(A)","42369",1998,"DJF","Tmax",23.4506172839506
"831","LUCKNOW/AMAUSI(A)","42369",1999,"DJF","Tmax",23.7655172413793
"832","LUCKNOW/AMAUSI(A)","42369",2000,"DJF","Tmax",24.1648351648352
"833","LUCKNOW/AMAUSI(A)","42369",2001,"DJF","Tmax",23.7465909090909
"834","LUCKNOW/AMAUSI(A)","42369",2002,"DJF","Tmax",24.4244444444444
"835","LUCKNOW/AMAUSI(A)","42369",2003,"DJF","Tmax",21.5811111111111
"836","LUCKNOW/AMAUSI(A)","42369",2004,"DJF","Tmax",22.6422222222222
"837","LUCKNOW/AMAUSI(A)","42369",2005,"DJF","Tmax",24.6303370786517
"838","LUCKNOW/AMAUSI(A)","42369",2006,"DJF","Tmax",26.7822222222222
"839","LUCKNOW/AMAUSI(A)","42369",2007,"DJF","Tmax",24.4722222222222
"840","LUCKNOW/AMAUSI(A)","42369",2008,"DJF","Tmax",24.0604395604396
"841","LUCKNOW/AMAUSI(A)","42369",2009,"DJF","Tmax",25.0333333333333
"842","LUCKNOW/AMAUSI(A)","42369",2010,"DJF","Tmax",22.7202247191011
"843","LUCKNOW/AMAUSI(A)","42369",2011,"DJF","Tmax",22.8155555555556
"844","LUCKNOW/AMAUSI(A)","42369",2012,"DJF","Tmax",22.7043956043956
"845","LUCKNOW/AMAUSI(A)","42369",2013,"DJF","Tmax",22.6966666666667
"846","LUCKNOW/AMAUSI(A)","42369",2014,"DJF","Tmax",20.6244444444444
"847","LUCKNOW/AMAUSI(A)","42369",2015,"DJF","Tmax",22.6555555555556
"848","LUCKNOW/AMAUSI(A)","42369",2016,"DJF","Tmax",24.167032967033
"849","LUCKNOW/AMAUSI(A)","42369",2017,"DJF","Tmax",NA
"850","LUCKNOW/AMAUSI(A)","42369",2018,"DJF","Tmax",NA
"851","GUWAHATI / BORJHAR(A)","42410",1969,"DJF","Tmax",25.1877777777778
"852","GUWAHATI / BORJHAR(A)","42410",1970,"DJF","Tmax",24.4388888888889
"853","GUWAHATI / BORJHAR(A)","42410",1971,"DJF","Tmax",24.4311111111111
"854","GUWAHATI / BORJHAR(A)","42410",1972,"DJF","Tmax",24.5615384615385
"855","GUWAHATI / BORJHAR(A)","42410",1973,"DJF","Tmax",24.9460674157303
"856","GUWAHATI / BORJHAR(A)","42410",1974,"DJF","Tmax",23.9921348314607
"857","GUWAHATI / BORJHAR(A)","42410",1975,"DJF","Tmax",24.6722222222222
"858","GUWAHATI / BORJHAR(A)","42410",1976,"DJF","Tmax",24.8637362637363
"859","GUWAHATI / BORJHAR(A)","42410",1977,"DJF","Tmax",24.51
"860","GUWAHATI / BORJHAR(A)","42410",1978,"DJF","Tmax",24.5078651685393
"861","GUWAHATI / BORJHAR(A)","42410",1979,"DJF","Tmax",24.9827586206897
"862","GUWAHATI / BORJHAR(A)","42410",1980,"DJF","Tmax",24.6818181818182
"863","GUWAHATI / BORJHAR(A)","42410",1981,"DJF","Tmax",24.35
"864","GUWAHATI / BORJHAR(A)","42410",1982,"DJF","Tmax",24.7101123595506
"865","GUWAHATI / BORJHAR(A)","42410",1983,"DJF","Tmax",23.5505617977528
"866","GUWAHATI / BORJHAR(A)","42410",1984,"DJF","Tmax",23.7824175824176
"867","GUWAHATI / BORJHAR(A)","42410",1985,"DJF","Tmax",24.5766666666667
"868","GUWAHATI / BORJHAR(A)","42410",1986,"DJF","Tmax",25.0449438202247
"869","GUWAHATI / BORJHAR(A)","42410",1987,"DJF","Tmax",25.5188888888889
"870","GUWAHATI / BORJHAR(A)","42410",1988,"DJF","Tmax",25.421978021978
"871","GUWAHATI / BORJHAR(A)","42410",1989,"DJF","Tmax",23.56
"872","GUWAHATI / BORJHAR(A)","42410",1990,"DJF","Tmax",25.0744444444444
"873","GUWAHATI / BORJHAR(A)","42410",1991,"DJF","Tmax",24.2444444444444
"874","GUWAHATI / BORJHAR(A)","42410",1992,"DJF","Tmax",23.4120879120879
"875","GUWAHATI / BORJHAR(A)","42410",1993,"DJF","Tmax",24.3111111111111
"876","GUWAHATI / BORJHAR(A)","42410",1994,"DJF","Tmax",25.0788888888889
"877","GUWAHATI / BORJHAR(A)","42410",1995,"DJF","Tmax",24.48
"878","GUWAHATI / BORJHAR(A)","42410",1996,"DJF","Tmax",25.5142857142857
"879","GUWAHATI / BORJHAR(A)","42410",1997,"DJF","Tmax",23.9988888888889
"880","GUWAHATI / BORJHAR(A)","42410",1998,"DJF","Tmax",25.261797752809
"881","GUWAHATI / BORJHAR(A)","42410",1999,"DJF","Tmax",27.0122222222222
"882","GUWAHATI / BORJHAR(A)","42410",2000,"DJF","Tmax",24.6659340659341
"883","GUWAHATI / BORJHAR(A)","42410",2001,"DJF","Tmax",24.9722222222222
"884","GUWAHATI / BORJHAR(A)","42410",2002,"DJF","Tmax",25.6244444444444
"885","GUWAHATI / BORJHAR(A)","42410",2003,"DJF","Tmax",23.9333333333333
"886","GUWAHATI / BORJHAR(A)","42410",2004,"DJF","Tmax",24.6142857142857
"887","GUWAHATI / BORJHAR(A)","42410",2005,"DJF","Tmax",25.1555555555556
"888","GUWAHATI / BORJHAR(A)","42410",2006,"DJF","Tmax",25.78
"889","GUWAHATI / BORJHAR(A)","42410",2007,"DJF","Tmax",25.3
"890","GUWAHATI / BORJHAR(A)","42410",2008,"DJF","Tmax",25.2076923076923
"891","GUWAHATI / BORJHAR(A)","42410",2009,"DJF","Tmax",26.4688888888889
"892","GUWAHATI / BORJHAR(A)","42410",2010,"DJF","Tmax",26.0077777777778
"893","GUWAHATI / BORJHAR(A)","42410",2011,"DJF","Tmax",25.0466666666667
"894","GUWAHATI / BORJHAR(A)","42410",2012,"DJF","Tmax",25.1230769230769
"895","GUWAHATI / BORJHAR(A)","42410",2013,"DJF","Tmax",26.2788888888889
"896","GUWAHATI / BORJHAR(A)","42410",2014,"DJF","Tmax",25.8511111111111
"897","GUWAHATI / BORJHAR(A)","42410",2015,"DJF","Tmax",26.1719101123596
"898","GUWAHATI / BORJHAR(A)","42410",2016,"DJF","Tmax",26.1923076923077
"899","GUWAHATI / BORJHAR(A)","42410",2017,"DJF","Tmax",27.4988888888889
"900","GUWAHATI / BORJHAR(A)","42410",2018,"DJF","Tmax",26.2508474576271
"901","IMPHAL / TULIHAL(A)","42623",1969,"DJF","Tmax",22.6211111111111
"902","IMPHAL / TULIHAL(A)","42623",1970,"DJF","Tmax",21.9078651685393
"903","IMPHAL / TULIHAL(A)","42623",1971,"DJF","Tmax",21.6177777777778
"904","IMPHAL / TULIHAL(A)","42623",1972,"DJF","Tmax",22.5703296703297
"905","IMPHAL / TULIHAL(A)","42623",1973,"DJF","Tmax",22.6377777777778
"906","IMPHAL / TULIHAL(A)","42623",1974,"DJF","Tmax",22.0642857142857
"907","IMPHAL / TULIHAL(A)","42623",1975,"DJF","Tmax",22.1359550561798
"908","IMPHAL / TULIHAL(A)","42623",1976,"DJF","Tmax",21.832967032967
"909","IMPHAL / TULIHAL(A)","42623",1977,"DJF","Tmax",22.1244444444444
"910","IMPHAL / TULIHAL(A)","42623",1978,"DJF","Tmax",22.6168539325843
"911","IMPHAL / TULIHAL(A)","42623",1979,"DJF","Tmax",22.99
"912","IMPHAL / TULIHAL(A)","42623",1980,"DJF","Tmax",22.8546511627907
"913","IMPHAL / TULIHAL(A)","42623",1981,"DJF","Tmax",22.4922222222222
"914","IMPHAL / TULIHAL(A)","42623",1982,"DJF","Tmax",22.3911111111111
"915","IMPHAL / TULIHAL(A)","42623",1983,"DJF","Tmax",20.8244444444444
"916","IMPHAL / TULIHAL(A)","42623",1984,"DJF","Tmax",22.3703296703297
"917","IMPHAL / TULIHAL(A)","42623",1985,"DJF","Tmax",22.85
"918","IMPHAL / TULIHAL(A)","42623",1986,"DJF","Tmax",23.0688888888889
"919","IMPHAL / TULIHAL(A)","42623",1987,"DJF","Tmax",23.0877777777778
"920","IMPHAL / TULIHAL(A)","42623",1988,"DJF","Tmax",23.6879120879121
"921","IMPHAL / TULIHAL(A)","42623",1989,"DJF","Tmax",22.2011235955056
"922","IMPHAL / TULIHAL(A)","42623",1990,"DJF","Tmax",22.7466666666667
"923","IMPHAL / TULIHAL(A)","42623",1991,"DJF","Tmax",21.6433333333333
"924","IMPHAL / TULIHAL(A)","42623",1992,"DJF","Tmax",20.8366666666667
"925","IMPHAL / TULIHAL(A)","42623",1993,"DJF","Tmax",22.4808988764045
"926","IMPHAL / TULIHAL(A)","42623",1994,"DJF","Tmax",23.6674418604651
"927","IMPHAL / TULIHAL(A)","42623",1995,"DJF","Tmax",22.4370786516854
"928","IMPHAL / TULIHAL(A)","42623",1996,"DJF","Tmax",23.8505617977528
"929","IMPHAL / TULIHAL(A)","42623",1997,"DJF","Tmax",21.8113636363636
"930","IMPHAL / TULIHAL(A)","42623",1998,"DJF","Tmax",NA
"931","IMPHAL / TULIHAL(A)","42623",1999,"DJF","Tmax",25.3011111111111
"932","IMPHAL / TULIHAL(A)","42623",2000,"DJF","Tmax",22.3988505747126
"933","IMPHAL / TULIHAL(A)","42623",2001,"DJF","Tmax",23.7606741573034
"934","IMPHAL / TULIHAL(A)","42623",2002,"DJF","Tmax",23.4644444444444
"935","IMPHAL / TULIHAL(A)","42623",2003,"DJF","Tmax",23.8337078651685
"936","IMPHAL / TULIHAL(A)","42623",2004,"DJF","Tmax",23.4010989010989
"937","IMPHAL / TULIHAL(A)","42623",2005,"DJF","Tmax",23.9325842696629
"938","IMPHAL / TULIHAL(A)","42623",2006,"DJF","Tmax",24.8066666666667
"939","IMPHAL / TULIHAL(A)","42623",2007,"DJF","Tmax",23.32
"940","IMPHAL / TULIHAL(A)","42623",2008,"DJF","Tmax",23.3318681318681
"941","IMPHAL / TULIHAL(A)","42623",2009,"DJF","Tmax",25.6377777777778
"942","IMPHAL / TULIHAL(A)","42623",2010,"DJF","Tmax",25.0455555555556
"943","IMPHAL / TULIHAL(A)","42623",2011,"DJF","Tmax",24.1777777777778
"944","IMPHAL / TULIHAL(A)","42623",2012,"DJF","Tmax",23.6571428571429
"945","IMPHAL / TULIHAL(A)","42623",2013,"DJF","Tmax",25.4844444444444
"946","IMPHAL / TULIHAL(A)","42623",2014,"DJF","Tmax",25.3077777777778
"947","IMPHAL / TULIHAL(A)","42623",2015,"DJF","Tmax",24.3744444444444
"948","IMPHAL / TULIHAL(A)","42623",2016,"DJF","Tmax",24.243956043956
"949","IMPHAL / TULIHAL(A)","42623",2017,"DJF","Tmax",24.2722222222222
"950","IMPHAL / TULIHAL(A)","42623",2018,"DJF","Tmax",23.4932203389831
"951","AHMEDABAD (A)","42647",1969,"DJF","Tmax",28.0011235955056
"952","AHMEDABAD (A)","42647",1970,"DJF","Tmax",29.8488888888889
"953","AHMEDABAD (A)","42647",1971,"DJF","Tmax",29.5188888888889
"954","AHMEDABAD (A)","42647",1972,"DJF","Tmax",28.9032967032967
"955","AHMEDABAD (A)","42647",1973,"DJF","Tmax",29.41
"956","AHMEDABAD (A)","42647",1974,"DJF","Tmax",29.02
"957","AHMEDABAD (A)","42647",1975,"DJF","Tmax",29.0244444444444
"958","AHMEDABAD (A)","42647",1976,"DJF","Tmax",29.4922222222222
"959","AHMEDABAD (A)","42647",1977,"DJF","Tmax",29.88
"960","AHMEDABAD (A)","42647",1978,"DJF","Tmax",29.0488888888889
"961","AHMEDABAD (A)","42647",1979,"DJF","Tmax",28.7766666666667
"962","AHMEDABAD (A)","42647",1980,"DJF","Tmax",29.4538461538462
"963","AHMEDABAD (A)","42647",1981,"DJF","Tmax",29.3033333333333
"964","AHMEDABAD (A)","42647",1982,"DJF","Tmax",28.8662921348315
"965","AHMEDABAD (A)","42647",1983,"DJF","Tmax",28.3911111111111
"966","AHMEDABAD (A)","42647",1984,"DJF","Tmax",28.5344444444444
"967","AHMEDABAD (A)","42647",1985,"DJF","Tmax",29.7122222222222
"968","AHMEDABAD (A)","42647",1986,"DJF","Tmax",28.8966666666667
"969","AHMEDABAD (A)","42647",1987,"DJF","Tmax",30.0433333333333
"970","AHMEDABAD (A)","42647",1988,"DJF","Tmax",30.4549450549451
"971","AHMEDABAD (A)","42647",1989,"DJF","Tmax",28.8622222222222
"972","AHMEDABAD (A)","42647",1990,"DJF","Tmax",29.7511111111111
"973","AHMEDABAD (A)","42647",1991,"DJF","Tmax",28.98
"974","AHMEDABAD (A)","42647",1992,"DJF","Tmax",29.2351648351648
"975","AHMEDABAD (A)","42647",1993,"DJF","Tmax",30.3166666666667
"976","AHMEDABAD (A)","42647",1994,"DJF","Tmax",29.3888888888889
"977","AHMEDABAD (A)","42647",1995,"DJF","Tmax",28.7966666666667
"978","AHMEDABAD (A)","42647",1996,"DJF","Tmax",29.5846153846154
"979","AHMEDABAD (A)","42647",1997,"DJF","Tmax",28.1811111111111
"980","AHMEDABAD (A)","42647",1998,"DJF","Tmax",29.3255555555556
"981","AHMEDABAD (A)","42647",1999,"DJF","Tmax",29.6288888888889
"982","AHMEDABAD (A)","42647",2000,"DJF","Tmax",30.1307692307692
"983","AHMEDABAD (A)","42647",2001,"DJF","Tmax",30.2644444444444
"984","AHMEDABAD (A)","42647",2002,"DJF","Tmax",30.05
"985","AHMEDABAD (A)","42647",2003,"DJF","Tmax",29.8833333333333
"986","AHMEDABAD (A)","42647",2004,"DJF","Tmax",29.8208791208791
"987","AHMEDABAD (A)","42647",2005,"DJF","Tmax",27.9633333333333
"988","AHMEDABAD (A)","42647",2006,"DJF","Tmax",30.5777777777778
"989","AHMEDABAD (A)","42647",2007,"DJF","Tmax",29.3722222222222
"990","AHMEDABAD (A)","42647",2008,"DJF","Tmax",28.489010989011
"991","AHMEDABAD (A)","42647",2009,"DJF","Tmax",30.3
"992","AHMEDABAD (A)","42647",2010,"DJF","Tmax",29.62
"993","AHMEDABAD (A)","42647",2011,"DJF","Tmax",29.48
"994","AHMEDABAD (A)","42647",2012,"DJF","Tmax",28.6912087912088
"995","AHMEDABAD (A)","42647",2013,"DJF","Tmax",28.9055555555556
"996","AHMEDABAD (A)","42647",2014,"DJF","Tmax",28.2088888888889
"997","AHMEDABAD (A)","42647",2015,"DJF","Tmax",29.3433333333333
"998","AHMEDABAD (A)","42647",2016,"DJF","Tmax",30.9065934065934
"999","AHMEDABAD (A)","42647",2017,"DJF","Tmax",29.3355555555556
"1000","AHMEDABAD (A)","42647",2018,"DJF","Tmax",30.5084745762712
"1001","KOLKATA (ALIPORE)","42807",1969,"DJF","Tmax",28.4833333333333
"1002","KOLKATA (ALIPORE)","42807",1970,"DJF","Tmax",27.5133333333333
"1003","KOLKATA (ALIPORE)","42807",1971,"DJF","Tmax",27.0613636363636
"1004","KOLKATA (ALIPORE)","42807",1972,"DJF","Tmax",26.8725274725275
"1005","KOLKATA (ALIPORE)","42807",1973,"DJF","Tmax",28.3233333333333
"1006","KOLKATA (ALIPORE)","42807",1974,"DJF","Tmax",27.2611111111111
"1007","KOLKATA (ALIPORE)","42807",1975,"DJF","Tmax",27.1112359550562
"1008","KOLKATA (ALIPORE)","42807",1976,"DJF","Tmax",27.9736263736264
"1009","KOLKATA (ALIPORE)","42807",1977,"DJF","Tmax",27.5544444444444
"1010","KOLKATA (ALIPORE)","42807",1978,"DJF","Tmax",26.9422222222222
"1011","KOLKATA (ALIPORE)","42807",1979,"DJF","Tmax",27.3533333333333
"1012","KOLKATA (ALIPORE)","42807",1980,"DJF","Tmax",28.0164835164835
"1013","KOLKATA (ALIPORE)","42807",1981,"DJF","Tmax",26.8944444444444
"1014","KOLKATA (ALIPORE)","42807",1982,"DJF","Tmax",27.8488888888889
"1015","KOLKATA (ALIPORE)","42807",1983,"DJF","Tmax",26.76
"1016","KOLKATA (ALIPORE)","42807",1984,"DJF","Tmax",26.9813186813187
"1017","KOLKATA (ALIPORE)","42807",1985,"DJF","Tmax",27.8976744186047
"1018","KOLKATA (ALIPORE)","42807",1986,"DJF","Tmax",27.4885057471264
"1019","KOLKATA (ALIPORE)","42807",1987,"DJF","Tmax",27.6414634146341
"1020","KOLKATA (ALIPORE)","42807",1988,"DJF","Tmax",27.7659340659341
"1021","KOLKATA (ALIPORE)","42807",1989,"DJF","Tmax",26.83
"1022","KOLKATA (ALIPORE)","42807",1990,"DJF","Tmax",27.6822222222222
"1023","KOLKATA (ALIPORE)","42807",1991,"DJF","Tmax",27.1375
"1024","KOLKATA (ALIPORE)","42807",1992,"DJF","Tmax",26.4166666666667
"1025","KOLKATA (ALIPORE)","42807",1993,"DJF","Tmax",27.8444444444444
"1026","KOLKATA (ALIPORE)","42807",1994,"DJF","Tmax",27.3827586206897
"1027","KOLKATA (ALIPORE)","42807",1995,"DJF","Tmax",27.0855555555556
"1028","KOLKATA (ALIPORE)","42807",1996,"DJF","Tmax",27.5280898876404
"1029","KOLKATA (ALIPORE)","42807",1997,"DJF","Tmax",26.152808988764
"1030","KOLKATA (ALIPORE)","42807",1998,"DJF","Tmax",26.3811111111111
"1031","KOLKATA (ALIPORE)","42807",1999,"DJF","Tmax",28.0844444444444
"1032","KOLKATA (ALIPORE)","42807",2000,"DJF","Tmax",26.9879120879121
"1033","KOLKATA (ALIPORE)","42807",2001,"DJF","Tmax",27.7911111111111
"1034","KOLKATA (ALIPORE)","42807",2002,"DJF","Tmax",27.6454545454545
"1035","KOLKATA (ALIPORE)","42807",2003,"DJF","Tmax",26.2112359550562
"1036","KOLKATA (ALIPORE)","42807",2004,"DJF","Tmax",27.0208791208791
"1037","KOLKATA (ALIPORE)","42807",2005,"DJF","Tmax",27.3922222222222
"1038","KOLKATA (ALIPORE)","42807",2006,"DJF","Tmax",29.05
"1039","KOLKATA (ALIPORE)","42807",2007,"DJF","Tmax",26.9933333333333
"1040","KOLKATA (ALIPORE)","42807",2008,"DJF","Tmax",26.6164835164835
"1041","KOLKATA (ALIPORE)","42807",2009,"DJF","Tmax",28.5744444444444
"1042","KOLKATA (ALIPORE)","42807",2010,"DJF","Tmax",26.4355555555556
"1043","KOLKATA (ALIPORE)","42807",2011,"DJF","Tmax",27.0411111111111
"1044","KOLKATA (ALIPORE)","42807",2012,"DJF","Tmax",26.5802197802198
"1045","KOLKATA (ALIPORE)","42807",2013,"DJF","Tmax",26.7733333333333
"1046","KOLKATA (ALIPORE)","42807",2014,"DJF","Tmax",26.1755555555556
"1047","KOLKATA (ALIPORE)","42807",2015,"DJF","Tmax",27.1409090909091
"1048","KOLKATA (ALIPORE)","42807",2016,"DJF","Tmax",27.7228915662651
"1049","KOLKATA (ALIPORE)","42807",2017,"DJF","Tmax",28.0789473684211
"1050","KOLKATA (ALIPORE)","42807",2018,"DJF","Tmax",NA
"1051","NAGPUR (MAYO HOSPITAL)","42866",1969,"DJF","Tmax",30.7822222222222
"1052","NAGPUR (MAYO HOSPITAL)","42866",1970,"DJF","Tmax",29.8566666666667
"1053","NAGPUR (MAYO HOSPITAL)","42866",1971,"DJF","Tmax",28.9044444444444
"1054","NAGPUR (MAYO HOSPITAL)","42866",1972,"DJF","Tmax",29.467032967033
"1055","NAGPUR (MAYO HOSPITAL)","42866",1973,"DJF","Tmax",29.3422222222222
"1056","NAGPUR (MAYO HOSPITAL)","42866",1974,"DJF","Tmax",29.0766666666667
"1057","NAGPUR (MAYO HOSPITAL)","42866",1975,"DJF","Tmax",29.19
"1058","NAGPUR (MAYO HOSPITAL)","42866",1976,"DJF","Tmax",30.4428571428571
"1059","NAGPUR (MAYO HOSPITAL)","42866",1977,"DJF","Tmax",30.0325842696629
"1060","NAGPUR (MAYO HOSPITAL)","42866",1978,"DJF","Tmax",27.4288888888889
"1061","NAGPUR (MAYO HOSPITAL)","42866",1979,"DJF","Tmax",27.5425
"1062","NAGPUR (MAYO HOSPITAL)","42866",1980,"DJF","Tmax",29.6098901098901
"1063","NAGPUR (MAYO HOSPITAL)","42866",1981,"DJF","Tmax",27.5193548387097
"1064","NAGPUR (MAYO HOSPITAL)","42866",1982,"DJF","Tmax",27.3210526315789
"1065","NAGPUR (MAYO HOSPITAL)","42866",1983,"DJF","Tmax",27.6576271186441
"1066","NAGPUR (MAYO HOSPITAL)","42866",1984,"DJF","Tmax",28.5266666666667
"1067","NAGPUR (MAYO HOSPITAL)","42866",1985,"DJF","Tmax",29.4016949152542
"1068","NAGPUR (MAYO HOSPITAL)","42866",1986,"DJF","Tmax",NA
"1069","NAGPUR (MAYO HOSPITAL)","42866",1987,"DJF","Tmax",26.8651685393258
"1070","NAGPUR (MAYO HOSPITAL)","42866",1988,"DJF","Tmax",32.2172413793103
"1071","NAGPUR (MAYO HOSPITAL)","42866",1989,"DJF","Tmax",29.3233333333333
"1072","NAGPUR (MAYO HOSPITAL)","42866",1990,"DJF","Tmax",27.1511111111111
"1073","NAGPUR (MAYO HOSPITAL)","42866",1991,"DJF","Tmax",29.3988764044944
"1074","NAGPUR (MAYO HOSPITAL)","42866",1992,"DJF","Tmax",29.2527472527473
"1075","NAGPUR (MAYO HOSPITAL)","42866",1993,"DJF","Tmax",29.0222222222222
"1076","NAGPUR (MAYO HOSPITAL)","42866",1994,"DJF","Tmax",28.1755555555556
"1077","NAGPUR (MAYO HOSPITAL)","42866",1995,"DJF","Tmax",27.7988888888889
"1078","NAGPUR (MAYO HOSPITAL)","42866",1996,"DJF","Tmax",29.1769230769231
"1079","NAGPUR (MAYO HOSPITAL)","42866",1997,"DJF","Tmax",28.2576271186441
"1080","NAGPUR (MAYO HOSPITAL)","42866",1998,"DJF","Tmax",27.5277777777778
"1081","NAGPUR (MAYO HOSPITAL)","42866",1999,"DJF","Tmax",27.8066666666667
"1082","NAGPUR (MAYO HOSPITAL)","42866",2000,"DJF","Tmax",NA
"1083","NAGPUR (MAYO HOSPITAL)","42866",2001,"DJF","Tmax",31.14
